text,id,relevent_or_not
"2578,RT latokens Earn a share of 500K CT coins on LATOKEN Join the CliqToken Airdrop and complete easy social tasks to earn rewards",2304,Not_relevant
"520,RT Money earn Fi KYFI Airdrop 1 KYFI 300 USD For Completing the tasks Get 0 1 KYFI 30 For Each Valid Refer Get 0 05 KYFI",2305,Not_relevant
"130,No need to spend your own money to trade cryptocurrency Over 10K users won crypto rewards on latokens last week It s the best way to join the financial revolution Start by earning a share of 100K in CLIQ airdrop https t co iuKviDSqYq Bitcoin ETH Citi AON LATOKEN",2309,Not_relevant
"1457,RT eeearttrae A mi Bitcoin si me cambio la vida",2313,Not_relevant
"2478,RT jimmyzhong iost The key to realizing the Internet of Value lies in cross chain technology We are excited to be integrating with Polk",2316,Relevant
"882,ewnupdates Bitcoin is real only when you meet the right account manager to instruct you and guide you Since I met Jasonmac101 my life has really turn around because of his skills in investing bitcoin with an original broker now I can afford what I couldn t few months ago",2318,Relevant
"539,1 Bitcoin price is 48490 64 0 03 1h 2 Ethereum price is 1530 19 0 05 1h 3 Tether price is 1 00 0 01 1h 4 Cardano price is 1 13 1 63 1h 5 Binance Coin price is 223 76 0 75 1h 15 Dogecoin price is 0 05 0 13 1h",2323,Not_relevant
"1939,If you re considering crypto now do check out the latokens app on PlayStore amp AppStore Clean interface and pretty high rated You can also earn free crypto in the ZIL giveaway https t co gbzmhQGTkE LatokenGiveaway LatokenApp Bitcoin",2333,Not_relevant
"848,Look what I just discovered on opensea nft opensea https t co Au2mbrCX7N Bitcoin",2346,Not_relevant
"1381,RT stealthtraderx Which is the most decentralized blockchain in the world Bitcoin BTC ADA EOS TLOS Not financial or investme",2347,Relevant
"1464,RT iamZatoshi BITCOIN SV GIVEAWAY 24 Hours 2 People 50 in BSV each Follow me Retweet Like Good Luck Z https",2359,Not_relevant
"312,RT Scarlett vfx Link for real this time sorry y all https t co AlZmhkgLXi rarible ethereum nonfungible digitalasset nft nfta",2360,Not_relevant
"1478,IRS Answers Critical Question on Bitcoin and Crypto Tax Reporting for US Citizens https t co G1wiaMrXdP",2364,Not_relevant
"1878,PeterSchiff That s because they have some correlation with Bitcoin price fluctuations They might be in bear territory but Bitcoin isn t This will be short lived https t co 7AoilZZQWP",2376,Relevant
"734,RT JRNYcrypto THE CRYPTO GIVEAWAY CONTEST IS NOW LIVE 25K IN CRYPTO PRIZES Prizes 10 winners of 1000 of ETH 15 winners",2378,Not_relevant
"1125,RT sthenc Ignore NFTs until they re built on Bitcoin and until hyperbitcoinization Until then just buy more bitcoin",2381,Not_relevant
"666,ALMS 14 hsumacher Elon Musk has been causing a lot of pain to Tesla s investors For how long Elon Musk will continue on inflicting pain to Tesla s investors Elon get rid of Bitcoin today And investors around the world will do the cheer up dance Jerusalem for you and Tesla",2386,Relevant
"2004,TimesLIVE Honestly i never thought to earn as much as have earn now Though i don t know the trading process at first Wilhelmdenni thought me steps to earn from Bitcoin trading have been earning massively trading with Mr wilhelmdenni Get your BTC and DM the account manager Wilhelmdenni",2389,Not_relevant
"2032,RT JesseKatz16 Find the best Bitcoin Trading Brokers Bitcoin Trading Bonus Bitcoin Trading Signals Bitcoin Trading Strategies Bitcoin",239,Not_relevant
"1435,RT iamZatoshi BITCOIN SV GIVEAWAY 24 Hours 2 People 50 in BSV each Follow me Retweet Like Good Luck Z https",2390,Not_relevant
"834,RT iamZatoshi BITCOIN SV GIVEAWAY 24 Hours 2 People 50 in BSV each Follow me Retweet Like Good Luck Z https",2396,Not_relevant
"2232,gazette drouot martiRD KapandjiM a veut dire quoi saisir des bitcoin C est pas immat riel",2418,Not_relevant
"991,Never feel starved of security Try BITCOIN for 12 weeks for just 12",2422,Not_relevant
"2599,RT DocumentEther Energy consumption of Eth2 PoS is 0 002 of Bitcoin Mining s energy consumption",2429,Not_relevant
"555,FOUR20Finance Tg nyambex 0x1D0cb2681e804086cDc2F10f5044aD4E73635c0F BSC defi definews newproject Bitcoin BNB Binance SmartContracts",2432,Not_relevant
"112,RT DocumentEther Energy consumption of Eth2 PoS is 0 002 of Bitcoin Mining s energy consumption",2444,Relevant
"117,RT danheld Gold is extremely hard to verify Bitcoin can be verified by anyone with an average laptop Read more on why Bitcoin is be",2445,Relevant
"962,rianfelipe05 chamath Thank you I am eternally grateful now I hope that bitcoin will grow even more and I will become a millionaire",2446,Relevant
"1573,RT LithereumTRC20 CONGRATS Lithereum LTH token s official Airdrop Round 2 is started Join Now https t co 1XwazST5nx Lithereum",245,Not_relevant
"2294,Chandan8917 TrumpetDan Elon Musk has been causing a lot of pain to Tesla s investors For how long Elon Musk will continue on inflicting pain to Tesla s investors Elon get rid of Bitcoin today And investors around the world will do the cheer up dance Jerusalem for you and Tesla",2454,Not_relevant
"1659,Masandawana coach rulani For all those who are new to this working from home Bitcoin trading options Here s a little tip Get a trusted Bitcoin expert and stick to him johnteddy63 Invest and play at similar times each day Because In times of chaos your investment is your anchor to success",2455,Not_relevant
"2051,kaygusuz ezgi TrumpetDan Elon Musk has been causing a lot of pain to Tesla s investors For how long Elon Musk will continue on inflicting pain to Tesla s investors Elon get rid of Bitcoin today And investors around the world will do the cheer up dance Jerusalem for you and Tesla",2456,Relevant
"1850,SXP Will explode sooner than you think Bitcoin",2459,Relevant
"1127,RT alex moon89 It s Friday So who wants some bitcoin follow me retweet drop your handcashapp handle BSV",2462,Relevant
"1829,RT mainakTdas Innovation is not always liked in its early stage bitcoin innovation IndiaWantsCrypto https t co IvZjgXIRg6",2472,Relevant
"967,RT CarlasMistress VERIFICATION Video in Spanish Tribute methods PayPal Venmo BITCOIN Amazon gc Cashapp findom paypig wall",2476,Not_relevant
"2397,Lakewood678 Toazt Elon Musk has been causing a lot of pain to Tesla s investors For how long Elon Musk will continue on inflicting pain to Tesla s investors Elon get rid of Bitcoin today And investors around the world will do the cheer up dance Jerusalem for you and Tesla",2493,Relevant
"608,https t co ZhFExHFCi0 FREE 10 in bitcoin Best fees easiest set up quickest support Start your bitcoin journey here and they offer automatic purchasing withdrawals instant purchases and wire transfer for bigger purchases Plan for the future",250,Not_relevant
"934,BNB If the 2h candle closes below 230 then neckline confirmation will take place and it might go below 200 level Checkout the link in bio for crypto signals EDG DREP REP TRUE bitcoin TROY 39166 https t co MT6r72osm6",251,Relevant
"1290,lenadrofranci Na minha opini o voc pode pular os itens 1 3 6 e 7 que ele fala sobre as ideias e as possibilidades do bitcoin o resto at onde eu vi compensa bastante ver porque em alguns al m dele explicar a funcionalidade ele menciona alguns impactos das ideias de outros videos",2510,Not_relevant
"2316,henryngure kimpaquette Elon Musk has been causing a lot of pain to Tesla s investors For how long Elon Musk will continue on inflicting pain to Tesla s investors Elon get rid of Bitcoin today And investors around the world will do the cheer up dance Jerusalem for you and Tesla",2524,Relevant
"1363,RT EduardoLakatos Lilian liliantintori aceptas Bitcoin",2527,Relevant
"2585,Some stocks appear to be moving in one direction only But mostly not forever https t co sOosINkDsN",2530,Relevant
"85,No need to spend your own money to trade cryptocurrency Over 10K users won crypto rewards on latokens last week It s the best way to join the financial revolution Start by earning a share of 100K in CLIQ airdrop https t co jMGicvlAJD Bitcoin ETH Citi AON LATOKEN",2538,Not_relevant
"620,MXC Will List Bondly BONDLY and Launch the 36th Session MX DeFi https t co g01dSfk9Gr DeFi MxDeFi Bitcoin Staking https t co Bv9Q8il6Q7",254,Not_relevant
"420,RT AlexPickard Tesla is down about 35 since announcing they bought bitcoin Few observers are better qualified than Alex Pickard to a",2544,Relevant
"21,RT MoveMaker Again When Bitcoin hits 100K don t say I didn t tell you lmfao Just get in and enjoy the ride",2557,Relevant
"2490,RT Bloqport Bloomberg has released its March 2021 report on Bitcoin BTC replacing gold in portfolios is accelerating Bitcoin in 20",2566,Relevant
"2442,RT BTC Archive The process of Bitcoin replacing gold in portfolios is accelerating Bloomberg",2569,Relevant
"2504,Davincij15 PeterSchiff And this man bought bitcoin at 1",2573,Relevant
"2046,RT RT com Will Bitcoin get to a 1mn target https t co 7eEivRYUXM",2596,Relevant
"2678,Bitcoin crosses 500K this decade Run the numbers",2603,Relevant
"1506,bitcoin",2627,Not_relevant
"2104,RT iamZatoshi BITCOIN SV GIVEAWAY 24 Hours 2 People 50 in BSV each Follow me Retweet Like Good Luck Z https",263,Not_relevant
"2661,SquishsWRLD programming doesn t use graphics card power and leaving ark and rocket league running isn t rendering anything new so ur gpu doesn t really get hit that hard but when it s mining bitcoin it s using 100 of ur gpu all the time causing the wattage use to go up a ton just tryna",2644,Relevant
"549,RT CoinMarketCap Ever since Tesla bought Bitcoin just under a month ago heated debates about crypto being a viable investment have kick",2645,Relevant
"2073,MatteoRuggeri15 snicker GloryDoge MattWallace888 Elon Musk has been causing a lot of pain to Tesla s investors For how long Elon Musk will continue on inflicting pain to Tesla s investors Elon get rid of Bitcoin today And investors around the world will do the cheer up dance Jerusalem for you and Tesla",2650,Relevant
"294,RT latokens LATOKEN zilliqa Giveaway 3 lucky winners to get 750 ZIL each Participant with most referrals gets assured 750 ZIL D",2679,Not_relevant
"257,BarbieBea6 Sign up and get your 10 new user bonus Chance to win crypto with regular airdrops and events Logged into the world s best crypto exchange https t co JPQC93w0Q1 bitcoin btc airdrop airdrops blockchain crypto cryptocurrency ethereum eth xrp",289,Not_relevant
"293,RT Money earn Fi KYFI Airdrop 1 KYFI 300 USD For Completing the tasks Get 0 1 KYFI 30 For Each Valid Refer Get 0 05 KYFI",29,Not_relevant
"260,Check out this huge Cryptocurrency Giveaway with over 25 000 Prizes by JRNYcrypto Bitcoin Ethereum Crypto https t co FYxqvJZZg6",298,Not_relevant
"1670,RT AskCryptoWealth Crypto Giveaway Competition WIN 50 worth of DOT To enter 1 Follow AskCryptoWealth amp DrCrypto47 amp decode",307,Not_relevant
"1686,Is Bitcoin a Ponzi scheme Pick your side in the latest Cointelegraph Crypto Duel https t co 5Szyw4Q7FG",324,Not_relevant
"2644,WOW I just spent 5 000 on Dogecoin billboards across the USA Check out my video https t co 8yLfyES2l6 Dogecoin ElonMusk doge Gamestop Amc ethereum Bitcoin DogeArmy https t co 70XiFOkAGw",326,Not_relevant
"932,RT ChurchOfPumps bitcoin was a testnet for doge",330,Relevant
"899,This article is garbage in several ways Now do fiat money dude https t co I2UuVstdBP",333,Relevant
"115,Les traders pensent que le prix du Bitcoin pourrait continuer se n gocier lat ralement pour le moment https t co XywzQ8pRO1",339,Not_relevant
"969,RT cryptunez DOGE is bitcoin for zoomers",344,Not_relevant
"1419,elonmusk Bitcoin is an anagram for bit icon",345,Relevant
"2129,RT PeterSchiff If Bitcoin is the solution to every problem why is every major company associated with Bitcoin now in a bear market Tes",350,Relevant
"2648,RT michael saylor MicroStrategy has purchased an additional 205 bitcoins for 10 0 million in cash at an average price of 48 888 per",36,Relevant
"1211,RT iamZatoshi BITCOIN SV GIVEAWAY 24 Hours 2 People 50 in BSV each Follow me Retweet Like Good Luck Z https",367,Not_relevant
"2118,Good morning BET1 AND WIN this was the late game I bought from you yesterday Am here to testify once again all thanks to you sir God bless you for this win Bitcoin Davido 1DON silversports WandaVisionFinale wakenbake TheOne TheOneAlbum Darrich Broo Nigeria https t co HwDHpxdYqO",372,Not_relevant
"51,Bitcoin lightning https t co aBWnEBvJb3",390,Not_relevant
"2556,rj natty Sign up and get your 10 new user bonus Chance to win crypto with regular airdrops and events Logged into the world s best crypto exchange https t co JPQC93w0Q1 bitcoin btc airdrop airdrops blockchain crypto cryptocurrency ethereum eth xrp",427,Not_relevant
"2619,Cointelegraph pierre rochard JorgeStolfi Nocoiners will always say that bitcoin is ponzi",429,Relevant
"1707,RT MrBeast In 24 hours I m going to give one random person that retweets this tweet 10 000 in Bitcoin Yup gonna experiment with this",43,Relevant
"861,RT DomainkingKunal https t co HBkZ921JPK Premium Domainname ForSale sedo Libonomy libonomy app cryptocurrency bitcoinify ap",481,Not_relevant
"1374,https t co CZvWiEBbVe Building approval process in salesforce part 1 1 Bitcoin NPTEL swayam IIT IISc Exams salesforceapex salesforceexam SalesforceApex Salesforce Training Certification Placement HowTo certification Byju s",49,Not_relevant
"1216,maximum level up bonus is 5000 in btc or any currency NO KIDDING check out https t co 9JmjDEaIPg cryptocurrency win lasvegas gambling trx slots bitcoin blackjack free doge btc casino betting dogecoin poker litecoin eth https t co k2LzGuFH2U",505,Not_relevant
"1721,Waiting for KAVA USDT to reach 4 2 Already entered at 3 9 CryptoNews BTC cryptocurrencies Bitcoin Kava USDT",511,Not_relevant
"1355,I calculated Cardano could go up 6 17 at most in the next 24h Dave Bitcoin Altcoins crypto cryptocurrency blockchain cryptotrading ada cardano bullish buy",514,Relevant
"1110,1 Bitcoin price is 48321 51 0 79 1h 2 Ethereum price is 1526 17 0 61 1h 3 Tether price is 1 00 0 02 1h 4 Cardano price is 1 13 2 23 1h 5 Binance Coin price is 222 88 1 13 1h 15 Dogecoin price is 0 05 3 42 1h",522,Not_relevant
"368,Bitcoin Market report 06 03 2021 11 00 23 https t co sfyxT8d8ha",527,Not_relevant
"2393,RT SCryptoschool agatkn Decentralized Bitcoin mining protocol Allows for a fixed supply token that offers a very high predictable",529,Relevant
"2500,RT FrankLambeek PRCY PRCY PRCYcoin Coinsbit staking pool https t co 27aetJHZTs 1 7 50 after 30 days 2 Accrual daily",549,Not_relevant
"2620,RT ComBkex New Listing BKEX will list PERL PerlinNetwork Trading pair PERL USDT Trading time 20 30 on Mar 6 UTC 8",557,Not_relevant
"2374,atherton15 Callux Elon Musk has been causing a lot of pain to Tesla s investors For how long Elon Musk will continue on inflicting pain to Tesla s investors Elon get rid of Bitcoin today And investors around the world will do the cheer up dance Jerusalem for you and Tesla",558,Relevant
"698,RT Crypto Raver Federal prosecutors accused antivirus software company founder John McAfee and his associate of orchestrating a fraudul",559,Relevant
"154,RT 100trillionUSD bitcoin went from 10K in Oct to 50K in Feb Do you realize that if we do that same 5x in 5 months then BTC is 250K",573,Relevant
"787,elonmusk When is doge coin going up to bitcoin levels Asking for a friend",578,Relevant
"341,RT latokens LATOKEN zilliqa Giveaway 3 lucky winners to get 750 ZIL each Participant with most referrals gets assured 750 ZIL D",594,Not_relevant
"1665,RT latokens LATOKEN zilliqa Giveaway 3 lucky winners to get 750 ZIL each Participant with most referrals gets assured 750 ZIL D",599,Not_relevant
"1551,I know it sounds like some sort of promotion CashApp s Bitcoin boost is better than Fold or Lolli it s not always available and it only makes sense if you spend enough in a single transaction to get the maximum Great way to get friends to start holding Bitcoin https t co xd83GIJrfi",601,Relevant
"259,RT PaisAdorni Es hora de comprar Bitcoin https t co sbaL00OxXe",606,Not_relevant
"133,AlphaDigital10 francispouliot Nobody owns enough Bitcoin",608,Relevant
"1946,Chickoo69678695 Sign up and get your 10 new user bonus Chance to win crypto with regular airdrops and events Logged into the world s best crypto exchange https t co JPQC93w0Q1 bitcoin btc airdrop airdrops blockchain crypto cryptocurrency ethereum eth xrp",610,Not_relevant
"2074,RT CryptKeeperBTT CryptKeeper s Bitcoin Giveaway Weekend I m giving out 100 000 Satoshis to 3 loyal followers Please retweet a",615,Not_relevant
"2664,RT pixelatedboat The reason Bitcoin wastes so much electricity is its inefficient decentralised design Its users should instead consider",620,Relevant
"1250,CryptosR Us cryptoquant com glassnode Anybody have any idea why Glassnode and CryptoQuant are displaying vastly different results for the same metric Exchange NET flow Glass says down CQ says up Bitcoin Bitboy Crypto https t co uhttih71kQ",621,Not_relevant
"1510,RT Mario Gibney If journalists wrote about the dollar the same way they write about bitcoin https t co dQubqzQDaf",628,Relevant
"1980,AOC BITCOIN INVESTMENT community https t co icdXsNKlca",633,Not_relevant
"793,APompliano But you can only pay with Bitcoin or ethereum",643,Relevant
"600,yashdeep369 LayahHeilpern Stacking 100 Bitcoin gt Stacking Sats https t co gB7v4SIo2U",656,Not_relevant
"1035,RT KoroushAK Michael Saylor talks to 1400 companies about BTC and now we have 200m inflows into exchanges bitcoin is going over 40",661,Relevant
"93,RT iamZatoshi BITCOIN SV GIVEAWAY 24 Hours 2 People 50 in BSV each Follow me Retweet Like Good Luck Z https",683,Not_relevant
"2416,Kh ng bi t n bao gi b c Michael Saylor n y m i ch u d ng tay https t co e37WBaIRFB Bitcoin MicroStrategy",689,Not_relevant
"429,RT latokens Earn a share of 500K CT coins on LATOKEN Join the CliqToken Airdrop and complete easy social tasks to earn rewards",701,Not_relevant
"2389,RizaldiStar arlin422 crudegusher Elon Musk has been causing a lot of pain to Tesla s investors For how long Elon Musk will continue on inflicting pain to Tesla s investors Elon get rid of Bitcoin today And investors around the world will do the cheer up dance Jerusalem for you and Tesla",705,Relevant
"1264,win over 50 in btc every saturday at https t co 9JmjDEsjGO cryptocurrency win lasvegas gambling trx slots bitcoin blackjack free doge btc casino betting dogecoin poker litecoin eth https t co Ef14Lp1JPB",706,Not_relevant
"1954,RT NitroExOfficial Join the competition on NTX NetBuy Volumes and share 7 500 000 NTX as rewards https t co qqsTFFTHrE NitroEx",709,Not_relevant
"35,If you re considering cryptocurrency start with latokens Participate easily in airdrops amp giveaways on LATOKEN to earn free crypto Their app is pretty awesome too Start by participating in the ZIL giveaway https t co U1PD4QwcCX dogecoin LatokenApp Bitcoin",71,Not_relevant
"140,How to get a share of 30K worth of FREE Coin for free Join latokens FREE Coin Airdrop complete easy social tasks and earn an assured reward KYC not needed if you ve installed LatokenApp Earn now https t co YUEs8Bink3 cryptocurrency tesla bitcoin LATOKEN",723,Not_relevant
"925,RT cryptoWZRD XRP Daily Technical Outlook Both XRP and XRPBTC closed with an inside bar today We should get a bullish breakout from h",731,Relevant
"118,RT Mario Gibney If journalists wrote about the dollar the same way they write about bitcoin https t co dQubqzQDaf",74,Relevant
"2289,Baba wetin happen bitcoin don drop https t co oKIh0c8RZG",740,Relevant
"1870,You have heard about Bitcoin and TSLA but missed your chance anon Mmm do not worry sir I got you covered White paper will be released next week I got my team ready Only need a small amount of 100M and the token launch shall be successful https t co l7ffhENdQe",742,Relevant
"456,RT McbrToken We are now over 10 000 members strong community on Twitter We would like to thank you all for the immense love and suppo",754,Relevant
"1337,RT N8twon Thanks bitcoin https t co CLzSsQPk8i",759,Not_relevant
"862,Lobbo74 arlin422 MFrunker Elon Musk has been causing a lot of pain to Tesla s investors For how long Elon Musk will continue on inflicting pain to Tesla s investors Elon get rid of Bitcoin today And investors around the world will do the cheer up dance Jerusalem for you and Tesla",76,Relevant
"626,VrtzDzn ADVICE Start an account with BlockFi then buy Bitcoin that s it",764,Relevant
"547,RT Hinshelwood S Cryptocurrency Bitcoin ATM What You Need To Know https t co UAielcCNbS Cryptocurrency BitcoinATM",767,Not_relevant
"2653,RT latokens LATOKEN zilliqa Giveaway 3 lucky winners to get 750 ZIL each Participant with most referrals gets assured 750 ZIL D",770,Not_relevant
"1116,I just joined this 25k Crypto giveaway by JRNYcrypto and sparkpointio Get daily entries to increase your chances of winning 25 random winners of 1k each Bitcoin Crypto BTC ETH SRK https t co 3wATLPuQ1O",78,Not_relevant
"1836,RT michael saylor Know what you own and know why you own it Peter Lynch on Bitcoin",786,Relevant
"1517,The price of WrappedBitcoin is currently 48 650 17 Crypto WBTC WBTC https t co p9NJkSNbeq",807,Relevant
"1261,Bitcoin Litecoin Monero DASH btc trade p2p Bitcoin BTC https t co f34lHggOFI",809,Not_relevant
"1233,bunch of bonuses in btc and many cryptocurrency register at https t co 9JmjDEaIPg cryptocurrency win lasvegas gambling trx slots bitcoin blackjack free doge btc casino betting dogecoin poker litecoin eth https t co YAPZ2fdI2z",828,Not_relevant
"2010,PinelixSwap This is a nice and profit making project PNL Bsc Binance Bitcoin Defi Definews Stafi Cake Pancakeswap paraswap Cryptonews 1INCH Polkadot Chainlink Uniswap Bakeryswap Compound DefiYielfProtocol Yield Farming Crypto CryptoNews ceyeb USA 2018",836,Not_relevant
"2228,RT Breedlove22 Value is what people want Everyone wants money that cannot be diluted Bitcoin is dilution proof money the most valuab",843,Relevant
"1851,Bitcoin and Ethereum Struggle Major Altcoins In Red https t co oNT9qGwtal",868,Relevant
"2263,RT btcecho Weder schwarz noch wei Wir brauchen mehr ehrliche Debatte ber Bitcoin kommentiert Davemeave adam tooze https t co W75",869,Not_relevant
"508,RT latokens LATOKEN giftedhandsGHD Giveaway 4 lucky winners to get 50K GHD each Participant with most invites gets assured 50K GHD",888,Not_relevant
"501,henry popescu Steve63051825 JeffBooth so now you have an issue of the scenario where everybody runs to adopt bitcoin rising interest rates bitcoin deflationary protcol HELL ON EARTH can never happen",891,Relevant
"629,RT btc icosahedron Thank You PeterSchiff Bitcoin https t co iGVmm97Kal",893,Not_relevant
"530,gulintguli digital mitt elonmusk Thanks for your support I have a special gift for you Visit www elon win com remove slashes doge btc eth bitcoin ethereum dogecoin",903,Not_relevant
"106,RT AirdropStario Moneyearn Finance Airdrop Task 0 1 KYFI 30 Referral 0 05 KYFI 15 Airdrop Lin",913,Not_relevant
"1533,RT Money earn Fi KYFI Airdrop 1 KYFI 300 USD For Completing the tasks Get 0 1 KYFI 30 For Each Valid Refer Get 0 05 KYFI",918,Not_relevant
"523,RT JeffriesDavid23 I m 16 I have saved hard and am a whole coiner I have and will NEVER sell Bitcoin",921,Relevant
"1272,get level up bonus of upto 50 only at https t co 9JmjDEsjGO cryptocurrency win lasvegas gambling trx slots bitcoin blackjack free doge btc casino betting dogecoin poker litecoin eth https t co njsdkX1Mcx",925,Not_relevant
"2469,RT Sukh Gakhal BTC Archive My bank isn t happy with my investment in Bitcoin",929,Not_relevant
"439,elonmusk Buy bitcoin",932,Relevant
"905,RT AltcoinDailyio The great mcuban could SET HIS PLAYERS UP FOR LIFE if he started paying a of their salary in bitcoin",941,Relevant
"707,itscryptomaker Cryptohxnter aliraja Hey mate want try win a lot bitcoin here https t co fOaX3vGN2T",955,Not_relevant
"2388,heard that epstien created bitcoin honestly it could make sense if it s true then rip bitcoin the internet is wild man",959,Relevant
"2361,RT ForbesCrypto Goldman Sachs new client survey on digital assets shows 22 of respondents expect the price of bitcoin to be over 100 0",96,Relevant
"167,RT anilsaidso Bitcoin is a gym for the mind",961,Relevant
"1397,How to get salesforcecertified https t co 3Wks3itJD7 5 Bitcoin NPTEL swayam IIT IISc Exams salesforceapex salesforceexam SalesforceApex Salesforce Training Certification Placemen",975,Not_relevant
"2337,alvaropipita20 EXPERIMENTVL NinjaSenpai5 its menieb Elon Musk has been causing a lot of pain to Tesla s investors For how long Elon Musk will continue on inflicting pain to Tesla s investors Elon get rid of Bitcoin today And investors around the world will do the cheer up dance Jerusalem for you and Tesla",976,Relevant
"2436,manthan18414159 venus47203379 lexfridman Elon Musk has been causing a lot of pain to Tesla s investors For how long Elon Musk will continue on inflicting pain to Tesla s investors Elon get rid of Bitcoin today And investors around the world will do the cheer up dance Jerusalem for you and Tesla",984,Not_relevant
"1037,live casino has multiple including blackjack baccarat and more only at https t co 9JmjDEsjGO cryptocurrency win lasvegas gambling trx slots bitcoin blackjack free doge btc casino betting dogecoin poker litecoin eth https t co jxf2eelb85",990,Not_relevant
